date,begin,end,isprod
2022-01-28,2022-01-28 11:30:00,2022-01-28 11:43:00,1
2022-01-28,2022-01-28 11:24:00,2022-01-28 11:30:00,0
2022-01-28,2022-01-28 11:21:00,2022-01-28 11:24:00,2
2022-01-28,2022-01-28 10:28:00,2022-01-28 11:21:00,1
2022-01-28,2022-01-28 09:39:00,2022-01-28 10:28:00,1
2022-01-28,2022-01-28 09:29:00,2022-01-28 09:39:00,0
2022-01-28,2022-01-28 09:16:00,2022-01-28 09:29:00,2
2022-01-28,2022-01-28 09:11:00,2022-01-28 09:16:00,1
2022-01-28,2022-01-28 08:18:00,2022-01-28 09:11:00,2
2022-01-28,2022-01-28 07:45:00,2022-01-28 08:18:00,2
2022-01-28,2022-01-28 07:30:00,2022-01-28 07:45:00,2
2022-01-28,2022-01-28 00:30:00,2022-01-28 00:47:00,0
2022-01-28,2022-01-28 00:18:00,2022-01-28 00:29:00,2
2022-01-28,2022-01-28 00:05:00,2022-01-28 00:18:00,1
2022-01-27,2022-01-27 23:37:00,2022-01-28 00:05:00,1
2022-01-27,2022-01-27 23:16:00,2022-01-27 23:37:00,0
2022-01-27,2022-01-27 23:06:00,2022-01-27 23:16:00,1
2022-01-27,2022-01-27 23:00:00,2022-01-27 23:06:00,2
2022-01-27,2022-01-27 22:59:00,2022-01-27 23:00:00,0
2022-01-27,2022-01-27 21:25:00,2022-01-27 22:59:00,1
2022-01-27,2022-01-27 20:18:00,2022-01-27 21:24:00,0
2022-01-27,2022-01-27 19:57:00,2022-01-27 20:18:00,2
2022-01-27,2022-01-27 19:46:00,2022-01-27 19:57:00,2
2022-01-27,2022-01-27 19:01:00,2022-01-27 19:46:00,2
2022-01-27,2022-01-27 18:50:00,2022-01-27 19:01:00,2
2022-01-27,2022-01-27 18:03:00,2022-01-27 18:48:00,1
2022-01-27,2022-01-27 17:55:00,2022-01-27 18:03:00,0
2022-01-27,2022-01-27 16:32:00,2022-01-27 17:55:00,1
2022-01-27,2022-01-27 16:27:00,2022-01-27 16:32:00,0
2022-01-27,2022-01-27 15:47:00,2022-01-27 16:27:00,1
2022-01-27,2022-01-27 15:21:00,2022-01-27 15:47:00,0
2022-01-27,2022-01-27 14:55:00,2022-01-27 15:20:00,1
2022-01-27,2022-01-27 13:43:00,2022-01-27 14:55:00,0
2022-01-27,2022-01-27 13:03:00,2022-01-27 13:42:00,2
2022-01-27,2022-01-27 11:43:00,2022-01-27 13:03:00,1
2022-01-27,2022-01-27 11:41:00,2022-01-27 11:43:00,1
2022-01-27,2022-01-27 11:22:00,2022-01-27 11:41:00,1
2022-01-27,2022-01-27 11:11:00,2022-01-27 11:22:00,1
2022-01-27,2022-01-27 11:08:00,2022-01-27 11:11:00,0
2022-01-27,2022-01-27 10:32:00,2022-01-27 11:08:00,1
2022-01-27,2022-01-27 10:15:00,2022-01-27 10:32:00,1
2022-01-27,2022-01-27 09:41:00,2022-01-27 10:14:00,2
2022-01-27,2022-01-27 09:30:00,2022-01-27 09:41:00,2
2022-01-27,2022-01-27 09:14:00,2022-01-27 09:14:00,2
2022-01-27,2022-01-27 09:14:00,2022-01-27 09:30:00,1
2022-01-27,2022-01-27 08:45:00,2022-01-27 09:14:00,2
2022-01-26,2022-01-26 23:20:00,2022-01-27 00:14:00,0
2022-01-26,2022-01-26 23:01:00,2022-01-26 23:20:00,1
2022-01-26,2022-01-26 22:42:00,2022-01-26 23:01:00,1
2022-01-26,2022-01-26 22:02:00,2022-01-26 22:38:00,1
2022-01-26,2022-01-26 21:26:00,2022-01-26 22:02:00,0
2022-01-26,2022-01-26 21:11:00,2022-01-26 21:22:00,0
2022-01-26,2022-01-26 20:57:00,2022-01-26 21:11:00,2
2022-01-26,2022-01-26 20:52:00,2022-01-26 20:57:00,0
2022-01-26,2022-01-26 20:45:00,2022-01-26 20:52:00,2
2022-01-26,2022-01-26 20:25:00,2022-01-26 20:45:00,2
2022-01-26,2022-01-26 20:19:00,2022-01-26 20:24:00,2
2022-01-26,2022-01-26 20:15:00,2022-01-26 20:19:00,0
2022-01-26,2022-01-26 19:45:00,2022-01-26 20:15:00,1
2022-01-26,2022-01-26 19:42:00,2022-01-26 19:45:00,0
2022-01-26,2022-01-26 19:20:00,2022-01-26 19:42:00,2
2022-01-26,2022-01-26 18:20:00,2022-01-26 19:20:00,2
2022-01-26,2022-01-26 18:17:00,2022-01-26 18:19:00,2
2022-01-26,2022-01-26 17:10:00,2022-01-26 17:48:00,1
2022-01-26,2022-01-26 16:36:00,2022-01-26 18:17:00,1
2022-01-26,2022-01-26 14:30:00,2022-01-26 16:36:00,1
2022-01-26,2022-01-26 14:01:00,2022-01-26 14:30:00,2
2022-01-26,2022-01-26 13:58:00,2022-01-26 14:01:00,2
2022-01-26,2022-01-26 12:39:00,2022-01-26 13:58:00,1
2022-01-26,2022-01-26 12:27:00,2022-01-26 12:39:00,0
2022-01-26,2022-01-26 12:08:00,2022-01-26 12:26:00,1
2022-01-26,2022-01-26 12:03:00,2022-01-26 12:07:00,2
2022-01-26,2022-01-26 11:05:00,2022-01-26 12:03:00,1
2022-01-26,2022-01-26 10:38:00,2022-01-26 11:05:00,1
2022-01-26,2022-01-26 10:00:00,2022-01-26 10:38:00,1
2022-01-26,2022-01-26 09:54:00,2022-01-26 10:00:00,2
2022-01-26,2022-01-26 09:17:00,2022-01-26 09:54:00,2
2022-01-26,2022-01-26 09:10:00,2022-01-26 09:17:00,2
2022-01-26,2022-01-26 08:40:00,2022-01-26 09:10:00,2
2022-01-25,2022-01-25 23:27:00,2022-01-25 23:41:00,0
2022-01-25,2022-01-25 23:08:00,2022-01-25 23:27:00,1
2022-01-25,2022-01-25 23:02:00,2022-01-25 23:08:00,0
2022-01-25,2022-01-25 22:56:00,2022-01-25 23:02:00,2
2022-01-25,2022-01-25 22:33:00,2022-01-25 22:56:00,1
2022-01-25,2022-01-25 22:27:00,2022-01-25 22:33:00,1
2022-01-25,2022-01-25 22:17:00,2022-01-25 22:27:00,1
2022-01-25,2022-01-25 20:45:00,2022-01-25 22:17:00,1
2022-01-25,2022-01-25 19:48:00,2022-01-25 20:45:00,0
2022-01-25,2022-01-25 19:00:00,2022-01-25 19:48:00,0
2022-01-25,2022-01-25 18:33:00,2022-01-25 19:00:00,2
2022-01-25,2022-01-25 16:44:00,2022-01-25 18:33:00,0
2022-01-25,2022-01-25 15:43:00,2022-01-25 16:44:00,0
2022-01-25,2022-01-25 15:20:00,2022-01-25 15:43:00,0
2022-01-25,2022-01-25 14:58:00,2022-01-25 15:20:00,1
2022-01-25,2022-01-25 14:20:00,2022-01-25 14:58:00,2
2022-01-25,2022-01-25 14:03:00,2022-01-25 14:20:00,0
2022-01-25,2022-01-25 13:49:00,2022-01-25 14:03:00,0
2022-01-25,2022-01-25 13:01:00,2022-01-25 13:49:00,1
2022-01-25,2022-01-25 12:19:00,2022-01-25 13:01:00,0
2022-01-25,2022-01-25 12:02:00,2022-01-25 12:19:00,1
2022-01-25,2022-01-25 11:42:00,2022-01-25 12:02:00,0
2022-01-25,2022-01-25 11:22:00,2022-01-25 11:42:00,0
2022-01-25,2022-01-25 10:30:00,2022-01-25 11:21:00,1
2022-01-25,2022-01-25 10:02:00,2022-01-25 10:30:00,0
2022-01-25,2022-01-25 09:50:00,2022-01-25 10:02:00,0
2022-01-25,2022-01-25 09:30:00,2022-01-25 09:50:00,2
2022-01-25,2022-01-25 00:05:00,2022-01-25 00:30:00,0
2022-01-24,2022-01-24 23:55:00,2022-01-25 00:05:00,2
2022-01-24,2022-01-24 23:46:00,2022-01-24 23:55:00,0
2022-01-24,2022-01-24 23:20:00,2022-01-24 23:46:00,1
2022-01-24,2022-01-24 22:58:00,2022-01-24 23:20:00,1
2022-01-24,2022-01-24 21:52:00,2022-01-24 22:58:00,0
2022-01-24,2022-01-24 21:35:00,2022-01-24 21:50:00,2
2022-01-24,2022-01-24 21:32:00,2022-01-24 21:35:00,1
2022-01-24,2022-01-24 20:50:00,2022-01-24 21:32:00,1
2022-01-24,2022-01-24 20:44:00,2022-01-24 20:50:00,2
2022-01-24,2022-01-24 20:02:00,2022-01-24 20:44:00,1
2022-01-24,2022-01-24 19:00:00,2022-01-24 20:02:00,0
2022-01-24,2022-01-24 18:52:00,2022-01-24 18:57:00,2
2022-01-24,2022-01-24 18:22:00,2022-01-24 18:52:00,2
2022-01-24,2022-01-24 17:19:00,2022-01-24 18:22:00,2
2022-01-24,2022-01-24 17:06:00,2022-01-24 17:16:00,2
2022-01-24,2022-01-24 16:30:00,2022-01-24 17:06:00,2
2022-01-24,2022-01-24 15:00:00,2022-01-24 16:30:00,1
2022-01-24,2022-01-24 14:06:00,2022-01-24 15:00:00,2
2022-01-24,2022-01-24 13:43:00,2022-01-24 14:06:00,2
2022-01-24,2022-01-24 13:33:00,2022-01-24 13:43:00,2
2022-01-24,2022-01-24 09:30:00,2022-01-24 13:32:00,0
2022-01-23,2022-01-23 22:31:00,2022-01-24 01:00:00,0
2022-01-23,2022-01-23 22:21:00,2022-01-23 22:31:00,0
2022-01-23,2022-01-23 21:46:00,2022-01-23 22:21:00,2
2022-01-23,2022-01-23 21:35:00,2022-01-23 21:45:00,2
2022-01-23,2022-01-23 19:35:00,2022-01-23 21:35:00,0
2022-01-23,2022-01-23 18:28:00,2022-01-23 19:35:00,2
2022-01-23,2022-01-23 18:11:00,2022-01-23 18:26:00,2
2022-01-23,2022-01-23 16:51:00,2022-01-23 18:11:00,1
2022-01-23,2022-01-23 16:40:00,2022-01-23 16:51:00,2
2022-01-23,2022-01-23 15:56:00,2022-01-23 16:37:00,1
2022-01-23,2022-01-23 14:59:00,2022-01-23 15:56:00,0
2022-01-23,2022-01-23 14:39:00,2022-01-23 14:59:00,0
2022-01-23,2022-01-23 14:24:00,2022-01-23 14:39:00,0
2022-01-23,2022-01-23 14:07:00,2022-01-23 14:24:00,1
2022-01-23,2022-01-23 14:03:00,2022-01-23 14:07:00,2
2022-01-23,2022-01-23 13:40:00,2022-01-23 14:03:00,2
2022-01-23,2022-01-23 13:21:00,2022-01-23 13:40:00,0
2022-01-23,2022-01-23 12:21:00,2022-01-23 13:21:00,1
2022-01-23,2022-01-23 12:11:00,2022-01-23 12:21:00,1
2022-01-23,2022-01-23 12:08:00,2022-01-23 12:11:00,0
2022-01-23,2022-01-23 10:59:00,2022-01-23 12:08:00,1
2022-01-23,2022-01-23 10:53:00,2022-01-23 10:59:00,2
2022-01-23,2022-01-23 10:35:00,2022-01-23 10:53:00,1
2022-01-22,2022-01-22 23:50:00,2022-01-23 01:49:00,0
2022-01-22,2022-01-22 23:42:00,2022-01-22 23:48:00,2
2022-01-22,2022-01-22 23:27:00,2022-01-22 23:42:00,1
2022-01-22,2022-01-22 23:09:00,2022-01-22 23:27:00,1
2022-01-22,2022-01-22 22:48:00,2022-01-22 23:09:00,2
2022-01-22,2022-01-22 22:28:00,2022-01-22 22:48:00,1
2022-01-22,2022-01-22 22:20:00,2022-01-22 22:28:00,1
2022-01-22,2022-01-22 22:10:00,2022-01-22 22:20:00,2
2022-01-22,2022-01-22 21:49:00,2022-01-22 22:10:00,1
2022-01-22,2022-01-22 21:42:00,2022-01-22 21:49:00,1
2022-01-22,2022-01-22 20:52:00,2022-01-22 21:42:00,0
2022-01-22,2022-01-22 20:45:00,2022-01-22 20:51:00,1
2022-01-22,2022-01-22 20:29:00,2022-01-22 20:45:00,1
2022-01-22,2022-01-22 19:41:00,2022-01-22 20:29:00,1
2022-01-22,2022-01-22 18:50:00,2022-01-22 19:41:00,0
2022-01-22,2022-01-22 18:36:00,2022-01-22 18:50:00,2
2022-01-22,2022-01-22 18:31:00,2022-01-22 18:36:00,1
2022-01-22,2022-01-22 18:23:00,2022-01-22 18:31:00,2
2022-01-22,2022-01-22 18:18:00,2022-01-22 18:23:00,0
2022-01-22,2022-01-22 17:13:00,2022-01-22 18:17:00,1
2022-01-22,2022-01-22 17:06:00,2022-01-22 17:13:00,1
2022-01-22,2022-01-22 16:37:00,2022-01-22 17:05:00,1
2022-01-22,2022-01-22 16:34:00,2022-01-22 16:37:00,0
2022-01-22,2022-01-22 16:30:00,2022-01-22 16:34:00,1
2022-01-22,2022-01-22 16:28:00,2022-01-22 16:30:00,2
2022-01-22,2022-01-22 14:54:00,2022-01-22 16:28:00,1
2022-01-22,2022-01-22 14:39:00,2022-01-22 14:54:00,0
2022-01-22,2022-01-22 13:37:00,2022-01-22 14:39:00,1
2022-01-22,2022-01-22 13:03:00,2022-01-22 13:37:00,1
2022-01-22,2022-01-22 11:34:00,2022-01-22 13:03:00,0
2022-01-22,2022-01-22 11:25:00,2022-01-22 11:34:00,2
2022-01-22,2022-01-22 11:11:00,2022-01-22 11:25:00,1
2022-01-22,2022-01-22 11:00:00,2022-01-22 11:11:00,2
2022-01-21,2022-01-21 22:48:00,2022-01-21 23:20:00,1
2022-01-21,2022-01-21 22:44:00,2022-01-21 22:47:00,0
2022-01-21,2022-01-21 22:40:00,2022-01-21 22:44:00,0
2022-01-21,2022-01-21 22:33:00,2022-01-21 22:40:00,2
2022-01-21,2022-01-21 22:10:00,2022-01-21 22:32:00,0
2022-01-21,2022-01-21 22:05:00,2022-01-21 22:10:00,0
2022-01-21,2022-01-21 21:40:00,2022-01-21 22:05:00,1
2022-01-21,2022-01-21 21:32:00,2022-01-21 21:40:00,1
2022-01-21,2022-01-21 20:47:00,2022-01-21 21:32:00,0
2022-01-21,2022-01-21 20:24:00,2022-01-21 20:47:00,0
2022-01-21,2022-01-21 20:12:00,2022-01-21 20:24:00,2
2022-01-21,2022-01-21 20:05:00,2022-01-21 20:11:00,0
2022-01-21,2022-01-21 19:09:00,2022-01-21 20:05:00,1
2022-01-21,2022-01-21 18:41:00,2022-01-21 19:08:00,1
2022-01-21,2022-01-21 17:21:00,2022-01-21 18:41:00,1
2022-01-21,2022-01-21 16:30:00,2022-01-21 17:21:00,0
2022-01-21,2022-01-21 15:35:00,2022-01-21 16:30:00,0
2022-01-21,2022-01-21 15:20:00,2022-01-21 15:35:00,0
2022-01-21,2022-01-21 14:49:00,2022-01-21 15:20:00,2
2022-01-21,2022-01-21 14:12:00,2022-01-21 14:49:00,2
2022-01-21,2022-01-21 13:56:00,2022-01-21 14:11:00,2
2022-01-21,2022-01-21 12:00:00,2022-01-21 13:55:00,0
2022-01-20,2022-01-20 20:56:00,2022-01-21 04:00:00,0
2022-01-20,2022-01-20 20:50:00,2022-01-20 20:55:00,1
2022-01-20,2022-01-20 19:29:00,2022-01-20 20:50:00,0
2022-01-20,2022-01-20 18:46:00,2022-01-20 19:29:00,0
2022-01-20,2022-01-20 18:46:00,2022-01-20 18:46:00,1
2022-01-20,2022-01-20 16:09:00,2022-01-20 18:46:00,0
2022-01-20,2022-01-20 15:36:00,2022-01-20 16:09:00,2
2022-01-20,2022-01-20 15:15:00,2022-01-20 15:36:00,2
2022-01-20,2022-01-20 12:05:00,2022-01-20 15:15:00,0
2022-01-20,2022-01-20 11:56:00,2022-01-20 12:05:00,2
2022-01-20,2022-01-20 10:26:00,2022-01-20 11:55:00,0
2022-01-20,2022-01-20 10:18:00,2022-01-20 10:26:00,1
2022-01-19,2022-01-19 22:10:00,2022-01-20 00:00:00,0
2022-01-19,2022-01-19 21:00:00,2022-01-19 22:10:00,1
2022-01-19,2022-01-19 19:15:00,2022-01-19 21:00:00,0
2022-01-19,2022-01-19 19:13:00,2022-01-19 19:18:00,1
2022-01-19,2022-01-19 18:49:00,2022-01-19 19:13:00,1
2022-01-19,2022-01-19 18:41:00,2022-01-19 18:49:00,1
2022-01-19,2022-01-19 18:09:00,2022-01-19 18:41:00,0
2022-01-19,2022-01-19 16:21:00,2022-01-19 17:58:00,1
2022-01-19,2022-01-19 15:05:00,2022-01-19 16:21:00,0
2022-01-19,2022-01-19 14:40:00,2022-01-19 15:05:00,0
2022-01-19,2022-01-19 14:36:00,2022-01-19 14:40:00,2
2022-01-19,2022-01-19 13:08:00,2022-01-19 14:33:00,1
2022-01-19,2022-01-19 11:42:00,2022-01-19 13:08:00,0
2022-01-19,2022-01-19 10:30:00,2022-01-19 11:42:00,1
2022-01-19,2022-01-19 10:05:00,2022-01-19 10:30:00,2
2022-01-18,2022-01-18 22:12:00,2022-01-19 01:05:00,0
2022-01-18,2022-01-18 21:56:00,2022-01-18 22:12:00,0
2022-01-18,2022-01-18 21:45:00,2022-01-18 21:56:00,2
2022-01-18,2022-01-18 21:05:00,2022-01-18 21:45:00,1
2022-01-18,2022-01-18 19:13:00,2022-01-18 21:05:00,0
2022-01-18,2022-01-18 17:52:00,2022-01-18 19:13:00,0
2022-01-18,2022-01-18 15:49:00,2022-01-18 17:52:00,0
2022-01-18,2022-01-18 15:35:00,2022-01-18 15:49:00,1
2022-01-18,2022-01-18 15:15:00,2022-01-18 15:35:00,0
2022-01-18,2022-01-18 14:49:00,2022-01-18 15:15:00,2
2022-01-18,2022-01-18 13:25:00,2022-01-18 14:49:00,2
2022-01-18,2022-01-18 13:02:00,2022-01-18 13:25:00,0
2022-01-18,2022-01-18 12:19:00,2022-01-18 13:02:00,2
2022-01-18,2022-01-18 12:12:00,2022-01-18 12:19:00,2
2022-01-18,2022-01-18 09:52:00,2022-01-18 12:12:00,1
2022-01-18,2022-01-18 08:50:00,2022-01-18 09:48:00,2
2022-01-18,2022-01-18 08:38:00,2022-01-18 08:50:00,2
2022-01-18,2022-01-18 08:24:00,2022-01-18 08:38:00,1
2022-01-18,2022-01-18 08:00:00,2022-01-18 08:24:00,2
2022-01-17,2022-01-17 23:43:00,2022-01-18 00:21:00,0
2022-01-17,2022-01-17 23:21:00,2022-01-17 23:43:00,1
2022-01-17,2022-01-17 21:53:00,2022-01-17 23:21:00,1
2022-01-17,2022-01-17 20:42:00,2022-01-17 21:52:00,1
2022-01-17,2022-01-17 19:39:00,2022-01-17 20:42:00,0
2022-01-17,2022-01-17 19:21:00,2022-01-17 19:39:00,2
2022-01-17,2022-01-17 18:07:00,2022-01-17 19:21:00,2
2022-01-17,2022-01-17 16:35:00,2022-01-17 18:07:00,1
2022-01-17,2022-01-17 15:26:00,2022-01-17 16:35:00,0
2022-01-17,2022-01-17 15:16:00,2022-01-17 15:26:00,0
2022-01-17,2022-01-17 14:57:00,2022-01-17 15:16:00,2
2022-01-17,2022-01-17 14:47:00,2022-01-17 14:57:00,2
2022-01-17,2022-01-17 14:37:00,2022-01-17 14:47:00,1
2022-01-17,2022-01-17 14:03:00,2022-01-17 14:37:00,1
2022-01-17,2022-01-17 13:49:00,2022-01-17 14:03:00,2
2022-01-17,2022-01-17 13:27:00,2022-01-17 13:49:00,1
2022-01-17,2022-01-17 13:18:00,2022-01-17 13:26:00,2
2022-01-17,2022-01-17 13:18:00,2022-01-17 13:18:00,1
2022-01-17,2022-01-17 12:29:00,2022-01-17 13:15:00,1
2022-01-17,2022-01-17 11:52:00,2022-01-17 12:29:00,1
2022-01-17,2022-01-17 11:43:00,2022-01-17 11:52:00,2
2022-01-17,2022-01-17 11:35:00,2022-01-17 11:43:00,1
2022-01-17,2022-01-17 10:45:00,2022-01-17 11:40:00,1
2022-01-17,2022-01-17 10:31:00,2022-01-17 10:45:00,1
2022-01-17,2022-01-17 10:00:00,2022-01-17 10:31:00,1
2022-01-17,2022-01-17 09:57:00,2022-01-17 10:00:00,2
2022-01-17,2022-01-17 09:50:00,2022-01-17 09:57:00,2
2022-01-17,2022-01-17 09:39:00,2022-01-17 09:50:00,2
2022-01-17,2022-01-17 09:30:00,2022-01-17 09:38:00,2
2022-01-17,2022-01-17 00:08:00,2022-01-17 00:39:00,1
2022-01-17,2022-01-17 00:06:00,2022-01-17 00:08:00,1
2022-01-17,2022-01-17 00:00:00,2022-01-17 00:06:00,1
2022-01-16,2022-01-16 23:10:00,2022-01-17 00:00:00,1
2022-01-16,2022-01-16 23:01:00,2022-01-16 23:10:00,0
2022-01-16,2022-01-16 22:55:00,2022-01-16 23:01:00,0
2022-01-16,2022-01-16 21:15:00,2022-01-16 22:54:00,1
2022-01-16,2022-01-16 19:08:00,2022-01-16 21:15:00,0
2022-01-16,2022-01-16 19:01:00,2022-01-16 19:07:00,1
2022-01-16,2022-01-16 18:40:00,2022-01-16 19:01:00,2
2022-01-16,2022-01-16 18:33:00,2022-01-16 18:39:00,2
2022-01-16,2022-01-16 18:31:00,2022-01-16 18:33:00,1
2022-01-16,2022-01-16 17:35:00,2022-01-16 18:30:00,1
2022-01-16,2022-01-16 17:04:00,2022-01-16 17:35:00,0
2022-01-16,2022-01-16 15:43:00,2022-01-16 17:04:00,1
2022-01-16,2022-01-16 15:42:00,2022-01-16 15:43:00,2
2022-01-16,2022-01-16 15:21:00,2022-01-16 15:42:00,2
2022-01-16,2022-01-16 14:38:00,2022-01-16 15:20:00,1
2022-01-16,2022-01-16 14:29:00,2022-01-16 14:38:00,2
2022-01-16,2022-01-16 11:24:00,2022-01-16 14:29:00,0
2022-01-16,2022-01-16 11:19:00,2022-01-16 11:24:00,0
2022-01-16,2022-01-16 11:01:00,2022-01-16 11:19:00,2
2022-01-16,2022-01-16 10:54:00,2022-01-16 11:00:00,1
2022-01-16,2022-01-16 10:30:00,2022-01-16 10:54:00,0
2022-01-15,2022-01-15 23:51:00,2022-01-16 00:14:00,1
2022-01-15,2022-01-15 23:14:00,2022-01-15 23:51:00,1
2022-01-15,2022-01-15 22:34:00,2022-01-15 23:14:00,1
2022-01-15,2022-01-15 22:24:00,2022-01-15 22:34:00,1
2022-01-15,2022-01-15 20:14:00,2022-01-15 22:24:00,0
2022-01-15,2022-01-15 19:59:00,2022-01-15 20:14:00,1
2022-01-15,2022-01-15 19:26:00,2022-01-15 19:59:00,0
2022-01-15,2022-01-15 19:16:00,2022-01-15 19:26:00,2
2022-01-15,2022-01-15 19:01:00,2022-01-15 19:16:00,2
2022-01-15,2022-01-15 19:00:00,2022-01-15 19:01:00,0
2022-01-15,2022-01-15 17:39:00,2022-01-15 18:59:00,1
2022-01-15,2022-01-15 17:38:00,2022-01-15 17:39:00,1
2022-01-15,2022-01-15 17:34:00,2022-01-15 17:38:00,0
2022-01-15,2022-01-15 17:33:00,2022-01-15 17:34:00,1
2022-01-15,2022-01-15 17:27:00,2022-01-15 17:33:00,0
2022-01-15,2022-01-15 15:15:00,2022-01-15 17:27:00,1
2022-01-15,2022-01-15 15:11:00,2022-01-15 15:15:00,1
2022-01-15,2022-01-15 14:30:00,2022-01-15 15:11:00,1
2022-01-15,2022-01-15 14:01:00,2022-01-15 14:30:00,1
2022-01-15,2022-01-15 13:49:00,2022-01-15 14:00:00,1
2022-01-15,2022-01-15 12:36:00,2022-01-15 13:49:00,0
2022-01-15,2022-01-15 12:27:00,2022-01-15 12:36:00,1
2022-01-15,2022-01-15 11:39:00,2022-01-15 12:27:00,1
2022-01-15,2022-01-15 11:32:00,2022-01-15 11:39:00,0
2022-01-15,2022-01-15 11:14:00,2022-01-15 11:32:00,2
2022-01-15,2022-01-15 11:13:00,2022-01-15 11:14:00,2
2022-01-15,2022-01-15 10:22:00,2022-01-15 11:13:00,0
2022-01-15,2022-01-15 00:00:00,2022-01-15 00:06:00,2
2022-01-14,2022-01-14 23:31:00,2022-01-15 00:00:00,0
2022-01-14,2022-01-14 22:44:00,2022-01-14 23:31:00,0
2022-01-14,2022-01-14 22:05:00,2022-01-14 22:44:00,0
2022-01-14,2022-01-14 21:52:00,2022-01-14 22:05:00,1
2022-01-14,2022-01-14 21:04:00,2022-01-14 21:52:00,0
2022-01-14,2022-01-14 20:23:00,2022-01-14 21:03:00,0
2022-01-14,2022-01-14 20:00:00,2022-01-14 20:23:00,2
2022-01-14,2022-01-14 19:40:00,2022-01-14 20:00:00,1
2022-01-14,2022-01-14 19:14:00,2022-01-14 19:40:00,2
2022-01-14,2022-01-14 19:05:00,2022-01-14 19:13:00,2
2022-01-14,2022-01-14 18:17:00,2022-01-14 19:05:00,0
2022-01-14,2022-01-14 18:15:00,2022-01-14 18:17:00,0
2022-01-14,2022-01-14 17:52:00,2022-01-14 18:15:00,1
2022-01-14,2022-01-14 17:40:00,2022-01-14 17:52:00,1
2022-01-14,2022-01-14 17:01:00,2022-01-14 17:40:00,1
2022-01-14,2022-01-14 16:44:00,2022-01-14 17:03:00,0
2022-01-14,2022-01-14 15:23:00,2022-01-14 16:43:00,1
2022-01-14,2022-01-14 15:07:00,2022-01-14 15:23:00,1
2022-01-14,2022-01-14 14:57:00,2022-01-14 15:07:00,1
2022-01-14,2022-01-14 14:22:00,2022-01-14 14:57:00,0
2022-01-14,2022-01-14 13:53:00,2022-01-14 14:22:00,2
2022-01-14,2022-01-14 13:44:00,2022-01-14 13:53:00,0
2022-01-14,2022-01-14 12:10:00,2022-01-14 13:44:00,1
2022-01-14,2022-01-14 12:03:00,2022-01-14 12:10:00,2
2022-01-14,2022-01-14 11:56:00,2022-01-14 12:03:00,0
2022-01-14,2022-01-14 11:30:00,2022-01-14 11:56:00,1
2022-01-14,2022-01-14 11:14:00,2022-01-14 11:30:00,1
2022-01-14,2022-01-14 10:49:00,2022-01-14 11:14:00,1
2022-01-14,2022-01-14 10:22:00,2022-01-14 10:49:00,1
2022-01-14,2022-01-14 09:45:00,2022-01-14 10:22:00,0
2022-01-14,2022-01-14 09:39:00,2022-01-14 09:45:00,0
2022-01-14,2022-01-14 09:30:00,2022-01-14 09:39:00,0
2022-01-14,2022-01-14 09:20:00,2022-01-14 09:30:00,0
2022-01-14,2022-01-14 09:01:00,2022-01-14 09:15:00,2
2022-01-14,2022-01-14 08:51:00,2022-01-14 09:01:00,2
2022-01-13,2022-01-13 23:45:00,2022-01-14 00:00:00,0
2022-01-13,2022-01-13 23:20:00,2022-01-13 23:45:00,1
2022-01-13,2022-01-13 23:07:00,2022-01-13 23:20:00,0
2022-01-13,2022-01-13 22:46:00,2022-01-13 23:07:00,1
2022-01-13,2022-01-13 22:41:00,2022-01-13 22:46:00,1
2022-01-13,2022-01-13 22:15:00,2022-01-13 22:42:00,0
2022-01-13,2022-01-13 22:00:00,2022-01-13 22:15:00,1
2022-01-13,2022-01-13 21:43:00,2022-01-13 22:00:00,0
2022-01-13,2022-01-13 21:35:00,2022-01-13 21:43:00,2
2022-01-13,2022-01-13 20:48:00,2022-01-13 21:31:00,1
2022-01-13,2022-01-13 20:34:00,2022-01-13 20:48:00,0
2022-01-13,2022-01-13 19:56:00,2022-01-13 20:34:00,2
2022-01-13,2022-01-13 19:48:00,2022-01-13 19:56:00,2
2022-01-13,2022-01-13 18:55:00,2022-01-13 19:48:00,0
2022-01-13,2022-01-13 16:14:00,2022-01-13 18:55:00,1
2022-01-13,2022-01-13 15:40:00,2022-01-13 16:14:00,0
2022-01-13,2022-01-13 15:21:00,2022-01-13 15:40:00,0
2022-01-13,2022-01-13 15:20:00,2022-01-13 15:21:00,0
2022-01-13,2022-01-13 15:15:00,2022-01-13 15:20:00,1
2022-01-13,2022-01-13 14:49:00,2022-01-13 15:14:00,1
2022-01-13,2022-01-13 12:39:00,2022-01-13 14:49:00,1
2022-01-13,2022-01-13 12:28:00,2022-01-13 12:39:00,1
2022-01-13,2022-01-13 12:19:00,2022-01-13 12:28:00,0
2022-01-13,2022-01-13 12:03:00,2022-01-13 12:19:00,2
2022-01-13,2022-01-13 11:54:00,2022-01-13 12:03:00,1
2022-01-13,2022-01-13 11:43:00,2022-01-13 11:53:00,2
2022-01-13,2022-01-13 11:24:00,2022-01-13 11:43:00,1
2022-01-13,2022-01-13 11:09:00,2022-01-13 11:24:00,1
2022-01-13,2022-01-13 10:34:00,2022-01-13 11:09:00,1
2022-01-13,2022-01-13 10:23:00,2022-01-13 10:33:00,1
2022-01-13,2022-01-13 10:15:00,2022-01-13 10:23:00,2
