date,begin,end,isprod
2022-03-27,2022-03-27 17:13:00,2022-03-27 17:20:00,1
2022-03-27,2022-03-27 17:05:00,2022-03-27 17:13:00,0
2022-03-27,2022-03-27 16:46:00,2022-03-27 17:05:00,1
2022-03-27,2022-03-27 16:20:00,2022-03-27 16:45:00,0
2022-03-27,2022-03-27 15:55:00,2022-03-27 16:20:00,1
2022-03-27,2022-03-27 15:21:00,2022-03-27 15:55:00,0
2022-03-27,2022-03-27 14:41:00,2022-03-27 15:20:00,1
2022-03-27,2022-03-27 14:27:00,2022-03-27 14:41:00,1
2022-03-27,2022-03-27 14:12:00,2022-03-27 14:27:00,1
2022-03-27,2022-03-27 14:07:00,2022-03-27 14:12:00,0
2022-03-27,2022-03-27 13:57:00,2022-03-27 14:07:00,2
2022-03-27,2022-03-27 12:55:00,2022-03-27 13:57:00,0
2022-03-27,2022-03-27 12:43:00,2022-03-27 12:55:00,0
2022-03-27,2022-03-27 12:28:00,2022-03-27 12:43:00,2
2022-03-27,2022-03-27 12:06:00,2022-03-27 12:28:00,2
2022-03-27,2022-03-27 00:50:00,2022-03-27 01:16:00,1
2022-03-27,2022-03-27 00:40:00,2022-03-27 00:50:00,2
2022-03-27,2022-03-27 00:07:00,2022-03-27 00:39:00,2
2022-03-26,2022-03-26 23:26:00,2022-03-27 00:00:00,0
2022-03-26,2022-03-26 22:47:00,2022-03-26 23:26:00,1
2022-03-26,2022-03-26 21:18:00,2022-03-26 22:47:00,1
2022-03-26,2022-03-26 21:05:00,2022-03-26 21:18:00,1
2022-03-26,2022-03-26 19:33:00,2022-03-26 21:05:00,1
2022-03-26,2022-03-26 18:27:00,2022-03-26 19:33:00,1
2022-03-26,2022-03-26 18:05:00,2022-03-26 18:25:00,1
2022-03-26,2022-03-26 18:00:00,2022-03-26 18:05:00,1
2022-03-26,2022-03-26 17:51:00,2022-03-26 18:00:00,1
2022-03-26,2022-03-26 17:45:00,2022-03-26 17:50:00,2
2022-03-26,2022-03-26 17:40:00,2022-03-26 17:45:00,2
2022-03-26,2022-03-26 17:30:00,2022-03-26 17:40:00,2
2022-03-26,2022-03-26 17:11:00,2022-03-26 17:30:00,2
2022-03-26,2022-03-26 17:04:00,2022-03-26 17:11:00,2
2022-03-26,2022-03-26 13:32:00,2022-03-26 17:04:00,0
2022-03-26,2022-03-26 12:57:00,2022-03-26 13:32:00,0
2022-03-26,2022-03-26 12:47:00,2022-03-26 12:57:00,1
2022-03-26,2022-03-26 12:24:00,2022-03-26 12:47:00,2
2022-03-26,2022-03-26 10:56:00,2022-03-26 12:24:00,1
2022-03-26,2022-03-26 10:54:00,2022-03-26 10:56:00,2
2022-03-26,2022-03-26 10:35:00,2022-03-26 10:54:00,2
2022-03-26,2022-03-26 10:30:00,2022-03-26 10:35:00,2
2022-03-25,2022-03-25 22:35:00,2022-03-26 00:00:00,0
2022-03-25,2022-03-25 22:16:00,2022-03-25 22:35:00,1
2022-03-25,2022-03-25 21:15:00,2022-03-25 22:16:00,1
2022-03-25,2022-03-25 20:01:00,2022-03-25 20:15:00,0
2022-03-25,2022-03-25 19:26:00,2022-03-25 20:01:00,1
2022-03-25,2022-03-25 18:27:00,2022-03-25 19:26:00,0
2022-03-25,2022-03-25 17:58:00,2022-03-25 18:27:00,1
2022-03-25,2022-03-25 17:46:00,2022-03-25 17:58:00,0
2022-03-25,2022-03-25 15:05:00,2022-03-25 17:46:00,1
2022-03-25,2022-03-25 15:00:00,2022-03-25 15:05:00,1
2022-03-25,2022-03-25 14:36:00,2022-03-25 15:00:00,2
2022-03-25,2022-03-25 14:26:00,2022-03-25 14:36:00,2
2022-03-25,2022-03-25 12:34:00,2022-03-25 14:25:00,0
2022-03-25,2022-03-25 12:00:00,2022-03-25 12:34:00,1
2022-03-25,2022-03-25 11:48:00,2022-03-25 12:00:00,0
2022-03-25,2022-03-25 11:37:00,2022-03-25 11:47:00,2
2022-03-25,2022-03-25 11:06:00,2022-03-25 11:37:00,2
2022-03-25,2022-03-25 11:01:00,2022-03-25 11:06:00,0
2022-03-25,2022-03-25 10:30:00,2022-03-25 11:01:00,1
2022-03-24,2022-03-24 22:50:00,2022-03-24 23:20:00,1
2022-03-24,2022-03-24 20:30:00,2022-03-24 22:50:00,0
2022-03-24,2022-03-24 19:14:00,2022-03-24 19:50:00,1
2022-03-24,2022-03-24 19:06:00,2022-03-24 19:14:00,1
2022-03-24,2022-03-24 18:36:00,2022-03-24 19:06:00,0
2022-03-24,2022-03-24 17:42:00,2022-03-24 18:36:00,1
2022-03-24,2022-03-24 17:24:00,2022-03-24 17:42:00,0
2022-03-24,2022-03-24 17:17:00,2022-03-24 17:24:00,1
2022-03-24,2022-03-24 16:56:00,2022-03-24 17:17:00,1
2022-03-24,2022-03-24 16:03:00,2022-03-24 16:56:00,1
2022-03-24,2022-03-24 15:43:00,2022-03-24 16:03:00,0
2022-03-24,2022-03-24 15:37:00,2022-03-24 15:43:00,0
2022-03-24,2022-03-24 15:17:00,2022-03-24 15:37:00,2
2022-03-24,2022-03-24 12:16:00,2022-03-24 15:17:00,1
2022-03-23,2022-03-23 22:29:00,2022-03-23 23:02:00,2
2022-03-23,2022-03-23 20:35:00,2022-03-23 22:29:00,0
2022-03-23,2022-03-23 19:11:00,2022-03-23 20:35:00,1
2022-03-23,2022-03-23 19:00:00,2022-03-23 19:11:00,2
2022-03-23,2022-03-23 17:22:00,2022-03-23 19:00:00,0
2022-03-23,2022-03-23 14:52:00,2022-03-23 17:22:00,1
2022-03-23,2022-03-23 13:20:00,2022-03-23 14:52:00,0
2022-03-23,2022-03-23 13:00:00,2022-03-23 13:20:00,0
2022-03-23,2022-03-23 12:41:00,2022-03-23 13:00:00,1
2022-03-23,2022-03-23 12:00:00,2022-03-23 12:41:00,1
2022-03-23,2022-03-23 11:42:00,2022-03-23 12:00:00,0
2022-03-23,2022-03-23 10:43:00,2022-03-23 11:40:00,1
2022-03-23,2022-03-23 10:33:00,2022-03-23 10:43:00,1
2022-03-23,2022-03-23 10:25:00,2022-03-23 10:33:00,1
2022-03-22,2022-03-22 22:56:00,2022-03-23 01:56:00,0
2022-03-22,2022-03-22 21:15:00,2022-03-22 22:56:00,1
2022-03-22,2022-03-22 20:44:00,2022-03-22 21:15:00,2
2022-03-22,2022-03-22 20:18:00,2022-03-22 20:44:00,1
2022-03-22,2022-03-22 20:13:00,2022-03-22 20:18:00,1
2022-03-22,2022-03-22 19:52:00,2022-03-22 20:13:00,2
2022-03-22,2022-03-22 19:01:00,2022-03-22 19:52:00,1
2022-03-22,2022-03-22 18:36:00,2022-03-22 19:01:00,1
2022-03-22,2022-03-22 18:14:00,2022-03-22 18:28:00,1
2022-03-22,2022-03-22 18:03:00,2022-03-22 18:14:00,1
2022-03-22,2022-03-22 17:41:00,2022-03-22 18:03:00,0
2022-03-22,2022-03-22 17:30:00,2022-03-22 17:40:00,1
2022-03-22,2022-03-22 16:30:00,2022-03-22 17:26:00,1
2022-03-22,2022-03-22 13:39:00,2022-03-22 16:30:00,0
2022-03-22,2022-03-22 13:29:00,2022-03-22 13:39:00,2
2022-03-22,2022-03-22 11:07:00,2022-03-22 13:29:00,1
2022-03-22,2022-03-22 10:55:00,2022-03-22 11:07:00,1
2022-03-22,2022-03-22 10:53:00,2022-03-22 10:55:00,1
2022-03-22,2022-03-22 10:30:00,2022-03-22 10:53:00,1
2022-03-22,2022-03-22 10:16:00,2022-03-22 10:30:00,2
2022-03-21,2022-03-21 22:00:00,2022-03-21 22:19:00,2
2022-03-21,2022-03-21 21:29:00,2022-03-21 22:00:00,2
2022-03-21,2022-03-21 21:13:00,2022-03-21 21:29:00,2
2022-03-21,2022-03-21 21:03:00,2022-03-21 21:13:00,2
2022-03-21,2022-03-21 20:10:00,2022-03-21 21:03:00,1
2022-03-21,2022-03-21 19:53:00,2022-03-21 20:10:00,2
2022-03-21,2022-03-21 19:28:00,2022-03-21 19:53:00,1
2022-03-21,2022-03-21 19:26:00,2022-03-21 19:28:00,0
2022-03-21,2022-03-21 19:07:00,2022-03-21 19:24:00,1
2022-03-21,2022-03-21 17:46:00,2022-03-21 19:07:00,2
2022-03-21,2022-03-21 17:02:00,2022-03-21 17:46:00,1
2022-03-21,2022-03-21 16:38:00,2022-03-21 17:02:00,2
2022-03-21,2022-03-21 15:31:00,2022-03-21 16:38:00,2
2022-03-21,2022-03-21 14:31:00,2022-03-21 15:31:00,2
2022-03-21,2022-03-21 10:24:00,2022-03-21 14:31:00,1
2022-03-21,2022-03-21 10:14:00,2022-03-21 10:24:00,1
2022-03-21,2022-03-21 09:10:00,2022-03-21 10:14:00,2
2022-03-21,2022-03-21 08:25:00,2022-03-21 09:10:00,2
2022-03-21,2022-03-21 04:22:00,2022-03-21 04:25:00,2
2022-03-21,2022-03-21 04:19:00,2022-03-21 04:22:00,2
2022-03-21,2022-03-21 03:59:00,2022-03-21 04:19:00,1
2022-03-21,2022-03-21 03:19:00,2022-03-21 03:59:00,1
2022-03-21,2022-03-21 02:30:00,2022-03-21 03:19:00,1
2022-03-21,2022-03-21 01:48:00,2022-03-21 02:30:00,0
2022-03-21,2022-03-21 01:21:00,2022-03-21 01:48:00,1
2022-03-21,2022-03-21 01:12:00,2022-03-21 01:21:00,0
2022-03-21,2022-03-21 00:53:00,2022-03-21 01:04:00,0
2022-03-20,2022-03-20 23:23:00,2022-03-21 00:59:00,1
2022-03-20,2022-03-20 21:57:00,2022-03-20 23:23:00,0
2022-03-20,2022-03-20 21:50:00,2022-03-20 21:57:00,1
2022-03-20,2022-03-20 21:27:00,2022-03-20 21:50:00,2
2022-03-20,2022-03-20 21:06:00,2022-03-20 21:27:00,2
2022-03-20,2022-03-20 20:43:00,2022-03-20 21:06:00,0
2022-03-20,2022-03-20 18:04:00,2022-03-20 20:43:00,0
2022-03-20,2022-03-20 17:41:00,2022-03-20 18:04:00,2
2022-03-20,2022-03-20 16:59:00,2022-03-20 17:39:00,1
2022-03-20,2022-03-20 15:25:00,2022-03-20 16:59:00,0
2022-03-20,2022-03-20 14:31:00,2022-03-20 15:25:00,1
2022-03-20,2022-03-20 12:50:00,2022-03-20 14:31:00,0
2022-03-20,2022-03-20 12:33:00,2022-03-20 12:50:00,2
2022-03-20,2022-03-20 12:24:00,2022-03-20 12:33:00,1
2022-03-20,2022-03-20 12:05:00,2022-03-20 12:24:00,2
2022-03-20,2022-03-20 03:19:00,2022-03-20 03:31:00,1
2022-03-20,2022-03-20 03:14:00,2022-03-20 03:19:00,2
2022-03-20,2022-03-20 02:31:00,2022-03-20 03:11:00,1
2022-03-20,2022-03-20 02:10:00,2022-03-20 02:31:00,0
2022-03-20,2022-03-20 01:34:00,2022-03-20 02:10:00,0
2022-03-20,2022-03-20 01:25:00,2022-03-20 01:34:00,0
2022-03-20,2022-03-20 01:05:00,2022-03-20 01:25:00,1
2022-03-19,2022-03-19 22:48:00,2022-03-20 01:05:00,1
2022-03-19,2022-03-19 22:15:00,2022-03-19 22:48:00,0
2022-03-19,2022-03-19 20:02:00,2022-03-19 22:11:00,1
2022-03-19,2022-03-19 17:09:00,2022-03-19 20:01:00,0
2022-03-19,2022-03-19 16:39:00,2022-03-19 17:09:00,1
2022-03-19,2022-03-19 12:44:00,2022-03-19 16:39:00,0
2022-03-19,2022-03-19 12:39:00,2022-03-19 12:44:00,1
2022-03-19,2022-03-19 12:27:00,2022-03-19 12:39:00,2
2022-03-19,2022-03-19 12:02:00,2022-03-19 12:27:00,2
2022-03-19,2022-03-19 11:16:00,2022-03-19 12:02:00,0
2022-03-19,2022-03-19 11:00:00,2022-03-19 11:16:00,1
2022-03-19,2022-03-19 10:30:00,2022-03-19 11:00:00,1
2022-03-19,2022-03-19 00:45:00,2022-03-19 01:07:00,1
2022-03-19,2022-03-19 00:12:00,2022-03-19 00:44:00,2
2022-03-18,2022-03-18 23:00:00,2022-03-19 00:12:00,0
2022-03-18,2022-03-18 22:06:00,2022-03-18 23:00:00,2
2022-03-18,2022-03-18 21:41:00,2022-03-18 22:06:00,1
2022-03-18,2022-03-18 21:35:00,2022-03-18 21:41:00,0
2022-03-18,2022-03-18 19:30:00,2022-03-18 21:35:00,1
2022-03-18,2022-03-18 19:29:00,2022-03-18 19:30:00,0
2022-03-18,2022-03-18 19:01:00,2022-03-18 19:29:00,1
2022-03-18,2022-03-18 18:26:00,2022-03-18 19:01:00,0
2022-03-18,2022-03-18 17:52:00,2022-03-18 18:26:00,1
2022-03-18,2022-03-18 17:38:00,2022-03-18 17:51:00,1
2022-03-18,2022-03-18 16:54:00,2022-03-18 17:37:00,1
2022-03-18,2022-03-18 16:44:00,2022-03-18 16:54:00,0
2022-03-18,2022-03-18 16:37:00,2022-03-18 16:44:00,1
2022-03-18,2022-03-18 16:05:00,2022-03-18 16:36:00,2
2022-03-18,2022-03-18 15:55:00,2022-03-18 16:05:00,2
2022-03-18,2022-03-18 15:24:00,2022-03-18 15:55:00,0
2022-03-18,2022-03-18 14:14:00,2022-03-18 15:24:00,1
2022-03-18,2022-03-18 13:31:00,2022-03-18 14:14:00,2
2022-03-18,2022-03-18 13:28:00,2022-03-18 13:31:00,0
2022-03-18,2022-03-18 13:17:00,2022-03-18 13:28:00,0
2022-03-18,2022-03-18 12:57:00,2022-03-18 13:17:00,2
2022-03-18,2022-03-18 12:30:00,2022-03-18 12:57:00,2
2022-03-18,2022-03-18 11:07:00,2022-03-18 12:30:00,0
2022-03-18,2022-03-18 10:30:00,2022-03-18 11:03:00,1
2022-03-18,2022-03-18 01:41:00,2022-03-18 02:02:00,2
2022-03-18,2022-03-18 01:21:00,2022-03-18 01:41:00,1
2022-03-17,2022-03-17 23:54:00,2022-03-18 01:21:00,1
2022-03-17,2022-03-17 23:21:00,2022-03-17 23:54:00,0
2022-03-17,2022-03-17 23:02:00,2022-03-17 23:21:00,2
2022-03-17,2022-03-17 21:56:00,2022-03-17 22:50:00,2
2022-03-17,2022-03-17 21:00:00,2022-03-17 21:56:00,1
2022-03-17,2022-03-17 20:34:00,2022-03-17 21:00:00,2
2022-03-17,2022-03-17 19:27:00,2022-03-17 20:34:00,1
2022-03-17,2022-03-17 19:17:00,2022-03-17 19:27:00,0
2022-03-17,2022-03-17 18:16:00,2022-03-17 19:17:00,1
2022-03-17,2022-03-17 18:07:00,2022-03-17 18:15:00,1
2022-03-17,2022-03-17 18:00:00,2022-03-17 18:05:00,2
2022-03-17,2022-03-17 17:53:00,2022-03-17 18:00:00,1
2022-03-17,2022-03-17 17:41:00,2022-03-17 17:53:00,0
2022-03-17,2022-03-17 17:27:00,2022-03-17 17:41:00,2
2022-03-17,2022-03-17 16:55:00,2022-03-17 17:14:00,0
2022-03-17,2022-03-17 14:09:00,2022-03-17 16:54:00,1
2022-03-17,2022-03-17 13:48:00,2022-03-17 14:09:00,0
2022-03-17,2022-03-17 13:11:00,2022-03-17 13:48:00,2
2022-03-17,2022-03-17 12:56:00,2022-03-17 13:11:00,2
2022-03-17,2022-03-17 12:29:00,2022-03-17 12:56:00,1
2022-03-17,2022-03-17 12:08:00,2022-03-17 12:29:00,0
2022-03-17,2022-03-17 12:05:00,2022-03-17 12:08:00,1
2022-03-17,2022-03-17 11:53:00,2022-03-17 12:05:00,2
2022-03-17,2022-03-17 11:33:00,2022-03-17 11:53:00,0
2022-03-17,2022-03-17 10:03:00,2022-03-17 11:33:00,1
2022-03-17,2022-03-17 09:55:00,2022-03-17 10:04:00,2
2022-03-17,2022-03-17 09:40:00,2022-03-17 09:55:00,2
2022-03-17,2022-03-17 09:30:00,2022-03-17 09:40:00,2
2022-03-17,2022-03-17 09:00:00,2022-03-17 09:30:00,2
2022-03-17,2022-03-17 01:38:00,2022-03-17 01:41:00,2
2022-03-17,2022-03-17 01:23:00,2022-03-17 01:34:00,2
2022-03-17,2022-03-17 01:00:00,2022-03-17 01:23:00,1
2022-03-17,2022-03-17 00:59:00,2022-03-17 01:00:00,0
2022-03-16,2022-03-16 23:52:00,2022-03-17 00:59:00,1
2022-03-16,2022-03-16 23:28:00,2022-03-16 23:52:00,0
2022-03-16,2022-03-16 22:37:00,2022-03-16 23:28:00,1
2022-03-16,2022-03-16 22:14:00,2022-03-16 22:36:00,0
2022-03-16,2022-03-16 21:59:00,2022-03-16 22:14:00,1
2022-03-16,2022-03-16 21:51:00,2022-03-16 21:59:00,0
2022-03-16,2022-03-16 20:43:00,2022-03-16 21:50:00,1
2022-03-16,2022-03-16 18:32:00,2022-03-16 20:43:00,0
2022-03-16,2022-03-16 17:46:00,2022-03-16 18:32:00,0
2022-03-16,2022-03-16 17:04:00,2022-03-16 17:46:00,1
2022-03-16,2022-03-16 16:13:00,2022-03-16 17:04:00,1
2022-03-16,2022-03-16 14:35:00,2022-03-16 16:13:00,0
2022-03-16,2022-03-16 14:31:00,2022-03-16 14:35:00,1
2022-03-16,2022-03-16 14:31:00,2022-03-16 14:31:00,1
2022-03-16,2022-03-16 13:38:00,2022-03-16 14:31:00,2
2022-03-16,2022-03-16 13:33:00,2022-03-16 13:38:00,2
2022-03-16,2022-03-16 10:46:00,2022-03-16 13:28:00,1
2022-03-16,2022-03-16 10:30:00,2022-03-16 10:45:00,1
2022-03-16,2022-03-16 10:00:00,2022-03-16 10:30:00,1
2022-03-16,2022-03-16 01:09:00,2022-03-16 01:14:00,1
2022-03-16,2022-03-16 00:54:00,2022-03-16 01:09:00,2
2022-03-16,2022-03-16 00:43:00,2022-03-16 00:54:00,1
2022-03-16,2022-03-16 00:31:00,2022-03-16 00:41:00,2
2022-03-15,2022-03-15 23:25:00,2022-03-16 00:30:00,2
2022-03-15,2022-03-15 23:19:00,2022-03-15 23:25:00,2
2022-03-15,2022-03-15 22:52:00,2022-03-15 23:19:00,0
2022-03-15,2022-03-15 22:15:00,2022-03-15 22:51:00,1
2022-03-15,2022-03-15 20:46:00,2022-03-15 22:15:00,1
2022-03-15,2022-03-15 20:35:00,2022-03-15 20:38:00,1
2022-03-15,2022-03-15 20:20:00,2022-03-15 20:34:00,1
2022-03-15,2022-03-15 20:15:00,2022-03-15 20:20:00,0
2022-03-15,2022-03-15 19:52:00,2022-03-15 20:15:00,0
2022-03-15,2022-03-15 19:24:00,2022-03-15 19:52:00,2
2022-03-15,2022-03-15 18:41:00,2022-03-15 19:24:00,1
2022-03-15,2022-03-15 18:25:00,2022-03-15 18:40:00,1
2022-03-15,2022-03-15 18:00:00,2022-03-15 18:24:00,1
2022-03-15,2022-03-15 17:43:00,2022-03-15 18:00:00,0
2022-03-15,2022-03-15 17:21:00,2022-03-15 17:43:00,1
2022-03-15,2022-03-15 17:16:00,2022-03-15 17:21:00,0
2022-03-15,2022-03-15 17:11:00,2022-03-15 17:16:00,2
2022-03-15,2022-03-15 15:47:00,2022-03-15 17:10:00,1
2022-03-15,2022-03-15 15:28:00,2022-03-15 15:47:00,2
2022-03-15,2022-03-15 15:01:00,2022-03-15 15:28:00,2
2022-03-15,2022-03-15 13:20:00,2022-03-15 15:01:00,1
2022-03-15,2022-03-15 12:57:00,2022-03-15 13:20:00,0
2022-03-15,2022-03-15 11:43:00,2022-03-15 12:57:00,1
2022-03-15,2022-03-15 11:40:00,2022-03-15 11:43:00,2
2022-03-15,2022-03-15 11:31:00,2022-03-15 11:40:00,1
2022-03-15,2022-03-15 11:21:00,2022-03-15 11:31:00,1
2022-03-15,2022-03-15 11:13:00,2022-03-15 11:21:00,2
2022-03-15,2022-03-15 11:03:00,2022-03-15 11:13:00,1
2022-03-15,2022-03-15 11:00:00,2022-03-15 11:03:00,2
2022-03-15,2022-03-15 10:15:00,2022-03-15 10:40:00,1
2022-03-15,2022-03-15 09:45:00,2022-03-15 10:15:00,2
2022-03-15,2022-03-15 00:33:00,2022-03-15 00:44:00,2
2022-03-15,2022-03-15 00:23:00,2022-03-15 00:33:00,1
2022-03-15,2022-03-15 00:19:00,2022-03-15 00:23:00,1
2022-03-14,2022-03-14 22:59:00,2022-03-15 00:18:00,1
2022-03-14,2022-03-14 22:58:00,2022-03-14 23:08:00,1
2022-03-14,2022-03-14 22:39:00,2022-03-14 22:58:00,0
2022-03-14,2022-03-14 22:32:00,2022-03-14 22:39:00,1
2022-03-14,2022-03-14 22:29:00,2022-03-14 22:32:00,1
2022-03-14,2022-03-14 22:07:00,2022-03-14 22:28:00,0
2022-03-14,2022-03-14 21:06:00,2022-03-14 22:07:00,2
2022-03-14,2022-03-14 19:58:00,2022-03-14 21:06:00,0
2022-03-14,2022-03-14 19:28:00,2022-03-14 19:58:00,2
2022-03-14,2022-03-14 18:21:00,2022-03-14 19:26:00,1
2022-03-14,2022-03-14 18:07:00,2022-03-14 18:20:00,1
2022-03-14,2022-03-14 18:06:00,2022-03-14 18:07:00,1
2022-03-14,2022-03-14 17:34:00,2022-03-14 18:05:00,1
2022-03-14,2022-03-14 14:58:00,2022-03-14 17:34:00,1
2022-03-14,2022-03-14 14:15:00,2022-03-14 14:58:00,0
2022-03-14,2022-03-14 14:03:00,2022-03-14 14:15:00,0
2022-03-14,2022-03-14 12:49:00,2022-03-14 14:02:00,1
2022-03-14,2022-03-14 12:32:00,2022-03-14 12:49:00,2
2022-03-14,2022-03-14 12:29:00,2022-03-14 12:32:00,2
2022-03-14,2022-03-14 11:08:00,2022-03-14 12:29:00,1
2022-03-14,2022-03-14 10:26:00,2022-03-14 11:08:00,2
2022-03-14,2022-03-14 09:56:00,2022-03-14 10:08:00,2
2022-03-14,2022-03-14 09:56:00,2022-03-14 09:56:00,2
2022-03-14,2022-03-14 09:44:00,2022-03-14 10:16:00,2
2022-03-13,2022-03-13 23:44:00,2022-03-14 00:40:00,0
2022-03-13,2022-03-13 23:37:00,2022-03-13 23:44:00,2
2022-03-13,2022-03-13 23:21:00,2022-03-13 23:37:00,1
2022-03-13,2022-03-13 23:16:00,2022-03-13 23:21:00,0
2022-03-13,2022-03-13 23:10:00,2022-03-13 23:16:00,2
2022-03-13,2022-03-13 22:55:00,2022-03-13 23:10:00,2
2022-03-13,2022-03-13 21:58:00,2022-03-13 22:55:00,0
2022-03-13,2022-03-13 21:07:00,2022-03-13 21:58:00,0
2022-03-13,2022-03-13 20:59:00,2022-03-13 21:07:00,2
2022-03-13,2022-03-13 20:32:00,2022-03-13 20:59:00,1
2022-03-13,2022-03-13 19:17:00,2022-03-13 20:31:00,1
2022-03-13,2022-03-13 18:10:00,2022-03-13 19:05:00,1
2022-03-13,2022-03-13 17:23:00,2022-03-13 18:10:00,0
2022-03-13,2022-03-13 16:53:00,2022-03-13 17:23:00,2
2022-03-13,2022-03-13 16:21:00,2022-03-13 16:50:00,1
2022-03-13,2022-03-13 16:16:00,2022-03-13 16:21:00,1
2022-03-13,2022-03-13 16:07:00,2022-03-13 16:16:00,1
2022-03-13,2022-03-13 15:55:00,2022-03-13 16:07:00,1
2022-03-13,2022-03-13 15:52:00,2022-03-13 15:55:00,1
2022-03-13,2022-03-13 15:34:00,2022-03-13 15:50:00,1
2022-03-13,2022-03-13 15:23:00,2022-03-13 15:34:00,1
2022-03-13,2022-03-13 14:55:00,2022-03-13 15:23:00,1
2022-03-13,2022-03-13 14:08:00,2022-03-13 14:55:00,1
2022-03-13,2022-03-13 14:00:00,2022-03-13 14:08:00,0
2022-03-13,2022-03-13 13:57:00,2022-03-13 14:00:00,2
2022-03-13,2022-03-13 12:19:00,2022-03-13 13:57:00,0
2022-03-13,2022-03-13 12:09:00,2022-03-13 12:19:00,2
2022-03-13,2022-03-13 11:00:00,2022-03-13 12:08:00,1
2022-03-12,2022-03-12 21:47:00,2022-03-13 00:23:00,0
2022-03-12,2022-03-12 21:27:00,2022-03-12 21:47:00,2
2022-03-12,2022-03-12 21:12:00,2022-03-12 21:27:00,0
2022-03-12,2022-03-12 20:35:00,2022-03-12 21:12:00,2
2022-03-12,2022-03-12 18:19:00,2022-03-12 20:35:00,0
2022-03-12,2022-03-12 17:54:00,2022-03-12 18:19:00,0
2022-03-12,2022-03-12 17:34:00,2022-03-12 17:54:00,2
2022-03-12,2022-03-12 15:20:00,2022-03-12 17:34:00,0
2022-03-12,2022-03-12 15:01:00,2022-03-12 15:20:00,1
2022-03-12,2022-03-12 14:42:00,2022-03-12 15:01:00,2
2022-03-12,2022-03-12 14:19:00,2022-03-12 14:42:00,0
2022-03-12,2022-03-12 14:12:00,2022-03-12 14:13:00,0
2022-03-12,2022-03-12 14:07:00,2022-03-12 14:12:00,1
2022-03-12,2022-03-12 13:15:00,2022-03-12 14:07:00,0
2022-03-12,2022-03-12 11:44:00,2022-03-12 13:15:00,1
2022-03-12,2022-03-12 11:35:00,2022-03-12 11:44:00,2
2022-03-12,2022-03-12 11:20:00,2022-03-12 11:35:00,2
2022-03-12,2022-03-12 01:20:00,2022-03-12 01:32:00,2
2022-03-12,2022-03-12 01:06:00,2022-03-12 01:20:00,1
2022-03-12,2022-03-12 00:53:00,2022-03-12 01:06:00,1
2022-03-12,2022-03-12 00:49:00,2022-03-12 00:53:00,1
2022-03-11,2022-03-11 23:54:00,2022-03-12 00:47:00,1
2022-03-11,2022-03-11 23:49:00,2022-03-11 23:54:00,0
2022-03-11,2022-03-11 23:38:00,2022-03-11 23:49:00,0
2022-03-11,2022-03-11 23:08:00,2022-03-11 23:38:00,2
2022-03-11,2022-03-11 22:58:00,2022-03-11 23:03:00,2
2022-03-11,2022-03-11 22:53:00,2022-03-11 22:58:00,2
2022-03-11,2022-03-11 22:20:00,2022-03-11 22:53:00,2
2022-03-11,2022-03-11 21:42:00,2022-03-11 22:20:00,0
2022-03-11,2022-03-11 21:00:00,2022-03-11 21:42:00,1
2022-03-11,2022-03-11 20:24:00,2022-03-11 21:00:00,0
2022-03-11,2022-03-11 19:49:00,2022-03-11 20:24:00,1
2022-03-11,2022-03-11 18:43:00,2022-03-11 19:49:00,1
2022-03-11,2022-03-11 18:01:00,2022-03-11 18:43:00,0
2022-03-11,2022-03-11 17:58:00,2022-03-11 18:01:00,0
2022-03-11,2022-03-11 17:42:00,2022-03-11 17:58:00,1
2022-03-11,2022-03-11 17:03:00,2022-03-11 17:40:00,0
2022-03-11,2022-03-11 16:11:00,2022-03-11 17:03:00,1
2022-03-11,2022-03-11 15:59:00,2022-03-11 16:11:00,0
2022-03-11,2022-03-11 15:47:00,2022-03-11 15:58:00,1
2022-03-11,2022-03-11 15:03:00,2022-03-11 15:47:00,1
2022-03-11,2022-03-11 14:52:00,2022-03-11 15:03:00,2
2022-03-11,2022-03-11 14:42:00,2022-03-11 14:52:00,2
2022-03-11,2022-03-11 14:38:00,2022-03-11 14:42:00,1
2022-03-11,2022-03-11 14:32:00,2022-03-11 14:38:00,2
2022-03-11,2022-03-11 14:04:00,2022-03-11 14:32:00,0
2022-03-11,2022-03-11 13:41:00,2022-03-11 14:03:00,0
2022-03-11,2022-03-11 13:25:00,2022-03-11 13:41:00,2
2022-03-11,2022-03-11 12:43:00,2022-03-11 13:10:00,2
2022-03-11,2022-03-11 12:17:00,2022-03-11 12:55:00,1
2022-03-11,2022-03-11 12:16:00,2022-03-11 12:17:00,2
2022-03-11,2022-03-11 11:45:00,2022-03-11 12:08:00,1
2022-03-11,2022-03-11 11:31:00,2022-03-11 11:45:00,1
2022-03-11,2022-03-11 11:24:00,2022-03-11 11:31:00,1
2022-03-11,2022-03-11 11:21:00,2022-03-11 11:24:00,1
2022-03-11,2022-03-11 11:15:00,2022-03-11 11:21:00,2
2022-03-11,2022-03-11 10:59:00,2022-03-11 11:15:00,2
2022-03-10,2022-03-10 22:08:00,2022-03-10 22:42:00,0
2022-03-10,2022-03-10 21:32:00,2022-03-10 22:08:00,2
2022-03-10,2022-03-10 20:31:00,2022-03-10 21:32:00,2
2022-03-10,2022-03-10 20:06:00,2022-03-10 20:31:00,2
